"community","pagerank","pr score","degree centrality","dc score","eigen","eigen score"
"3046","207279.0","0.09544507379106257","204245.0","0.21052631578947367","204245.0","0.5087622964611581"
"3047","9201052.0","0.5","9201052.0","1.0","k > components","not defined"
"3048","103238.0","0.48648582432442095","103238.0","1.0","103238.0","0.7071067811865475"
"3049","103238.0","0.48648582432442095","103238.0","1.0","103238.0","0.7071067811865474"
"3050","103238.0","0.48648582432442095","103238.0","1.0","103238.0","0.7071067811865476"
"3051","112218.0","0.007791534761125591","112218.0","0.019230769230769232","112218.0","0.5129039986891589"
"3052","112218.0","0.008700550226187532","112218.0","0.02190923317683881","112218.0","0.5133270373031703"
"3053","205179.0","0.014581343516743743","109050.0","0.03139013452914798","109050.0","0.5757514000435029"
"3054","112218.0","0.009378360556082257","112218.0","0.023608768971332208","112218.0","0.5132950859123722"
"3055","9404176.0","0.32456160227748454","9404176.0","0.6666666666666666","9404176.0","0.6015009550075459"
"3056","202204.0","0.48648582432442095","202204.0","1.0","202204.0","0.7071067811865477"
"3057","9403103.0","0.5","9403103.0","1.0","k > components","not defined"
"3058","9703193.0","0.357556987250496","9703193.0","0.75","9703193.0","0.6532814824381883"
"3059","9204101.0","0.32456160227748454","9204101.0","0.6666666666666666","112035.0","0.6015009550075457"
"3060","104005.0","0.005881707997389605","104005.0","0.014184397163120569","104005.0","0.6517340019017914"
"3061","302168.0","0.48648582432442095","302168.0","1.0","302168.0","0.7071067811865475"
"3062","104008.0","0.5","104008.0","1.0","k > components","not defined"
"3063","9901142.0","0.48648582432442095","9901142.0","1.0","9901142.0","0.7071067811865476"
"3064","9606167.0","0.32456160227748454","9606167.0","0.6666666666666666","9606167.0","0.6015009550075459"
"3065","9901142.0","0.48648582432442095","9901142.0","1.0","9901142.0","0.7071067811865476"
"3066","301117.0","0.07136810109061306","301117.0","0.16666666666666666","301117.0","0.5081423000499241"
"3067","9806168.0","0.15392533194781988","9806168.0","0.3333333333333333","9806168.0","0.5909778589600367"
"3068","9806168.0","0.15392533194781988","9806168.0","0.3333333333333333","9806168.0","0.5909778589600377"
"3069","110146.0","0.009762005381365782","110146.0","0.02280130293159609","110146.0","0.5661772811937653"
"3070","208146.0","0.13158480647324847","208146.0","0.26666666666666666","203039.0","0.43236906030654987"
"3071","9204103.0","0.357556987250496","9204103.0","0.75","9204103.0","0.6532814824381884"
"3072","204158.0","0.007057291666694091","204158.0","0.017013232514177693","204158.0","0.5976877077779441"
